Country,Confirmed,Deaths,Recovered,Active,WHO Region,Abbreviated WHO Region,Year,Month,Month Name,Day of Week,Day Name,Month Short Name
China,2,0,0,2,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,27,0,0,27,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Colombia,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Congo,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Congo,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Costa Rica,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Ivory Coast,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Croatia,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Cuba,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Cyprus,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Czechia,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Denmark,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Greenland,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Denmark,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Djibouti,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Dominican Republic,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Ecuador,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Egypt,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
El Salvador,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Equatorial Guinea,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Eritrea,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Estonia,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Eswatini,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Ethiopia,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Fiji,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Finland,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Gabon,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Gambia,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Georgia,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Germany,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Ghana,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Greece,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Guatemala,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Guinea,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Guyana,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Haiti,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Holy See,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Honduras,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Hungary,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Iceland,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
India,0,0,0,0,South-East Asia,SEAR,2020,1,January,3,Thursday,Jan
Indonesia,0,0,0,0,South-East Asia,SEAR,2020,1,January,3,Thursday,Jan
Iran,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Iraq,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Ireland,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Israel,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Italy,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Jamaica,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Japan,2,0,0,2,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Jordan,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Kazakhstan,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Kenya,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
South Korea,1,0,0,1,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Kuwait,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Kyrgyzstan,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Latvia,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Lebanon,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Liberia,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Liechtenstein,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Lithuania,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Luxembourg,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Madagascar,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Malaysia,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Maldives,0,0,0,0,South-East Asia,SEAR,2020,1,January,3,Thursday,Jan
Malta,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Mauritania,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Mauritius,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Mexico,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Moldova,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Monaco,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Mongolia,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Montenegro,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Morocco,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Namibia,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Nepal,0,0,0,0,South-East Asia,SEAR,2020,1,January,3,Thursday,Jan
Netherlands,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Netherlands,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Netherlands,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Netherlands,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
New Zealand,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Nicaragua,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Niger,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Nigeria,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
North Macedonia,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Norway,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Oman,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Pakistan,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Panama,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Papua New Guinea,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Paraguay,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Peru,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Philippines,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Poland,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Portugal,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Qatar,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Romania,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Russia,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Rwanda,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Saint Lucia,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Saint Vincent,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
San Marino,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Saudi Arabia,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Senegal,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Serbia,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Seychelles,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Singapore,1,0,0,1,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Slovakia,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Slovenia,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Somalia,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
South Africa,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Spain,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Sri Lanka,0,0,0,0,South-East Asia,SEAR,2020,1,January,3,Thursday,Jan
Sudan,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Suriname,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Sweden,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Switzerland,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Taiwan,1,0,0,1,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Tanzania,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Thailand,3,0,0,3,South-East Asia,SEAR,2020,1,January,3,Thursday,Jan
Togo,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Trinidad,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Tunisia,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Turkey,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Uganda,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Ukraine,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
United Arab Emirates,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Uruguay,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
United States,1,0,0,1,Americas,AMR,2020,1,January,3,Thursday,Jan
Uzbekistan,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Venezuela,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Vietnam,2,0,0,2,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Zambia,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Zimbabwe,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Dominica,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Grenada,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Mozambique,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Syria,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Timor-Leste,0,0,0,0,South-East Asia,SEAR,2020,1,January,3,Thursday,Jan
Belize,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Laos,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Libya,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
West Bank,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Guinea-Bissau,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Mali,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Saint Kitts,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Kosovo,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Burma,0,0,0,0,South-East Asia,SEAR,2020,1,January,3,Thursday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Botswana,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Burundi,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Sierra Leone,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Malawi,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
South Sudan,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Western Sahara,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Sao Tome,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Yemen,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Comoros,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Tajikistan,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Lesotho,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Afghanistan,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,4,Friday,Jan
Albania,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Algeria,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Andorra,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Angola,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Antigua,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Argentina,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Armenia,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,4,Friday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,4,Friday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,4,Friday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,4,Friday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,4,Friday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,4,Friday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,4,Friday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,4,Friday,Jan
Austria,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Azerbaijan,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Bahamas,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Bahrain,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,4,Friday,Jan
Bangladesh,0,0,0,0,South-East Asia,SEAR,2020,1,January,4,Friday,Jan
Barbados,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Belarus,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Belgium,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Benin,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Bhutan,0,0,0,0,South-East Asia,SEAR,2020,1,January,4,Friday,Jan
Bolivia,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Bosnia,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Brazil,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Brunei,0,0,0,0,Western Pacific,WPR,2020,1,January,4,Friday,Jan
Bulgaria,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Burkina Faso,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Cape Verde,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Cambodia,0,0,0,0,Western Pacific,WPR,2020,1,January,4,Friday,Jan
Cameroon,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Central African Republic,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Chad,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Chile,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
China,15,0,0,15,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,36,0,1,35,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,27,0,0,27,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,10,0,0,10,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,2,0,0,2,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,53,0,2,51,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,23,0,0,23,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,3,0,0,3,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,8,0,0,8,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,2,1,0,1,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,4,1,0,3,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,9,0,0,9,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,2,0,0,2,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,549,24,31,494,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,24,0,0,24,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,1,0,0,1,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,9,0,0,9,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,18,0,0,18,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,3,0,0,3,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,4,0,0,4,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,2,0,0,2,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,2,0,0,2,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,0,0,0,0,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,5,0,0,5,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,15,0,0,15,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,20,0,1,19,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,1,0,0,1,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,15,0,0,15,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,8,0,0,8,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,0,0,0,0,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,2,0,0,2,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,5,0,0,5,Western Pacific,WPR,2020,1,January,4,Friday,Jan
China,43,0,1,42,Western Pacific,WPR,2020,1,January,4,Friday,Jan
Colombia,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Congo,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Congo,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Costa Rica,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Ivory Coast,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Croatia,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Cuba,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Cyprus,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Czechia,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Denmark,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Greenland,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Denmark,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Djibouti,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,4,Friday,Jan
Dominican Republic,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Ecuador,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Egypt,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,4,Friday,Jan
El Salvador,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Equatorial Guinea,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Eritrea,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Estonia,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Eswatini,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Ethiopia,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Fiji,0,0,0,0,Western Pacific,WPR,2020,1,January,4,Friday,Jan
Finland,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
France,2,0,0,2,Europe,EUR,2020,1,January,4,Friday,Jan
Gabon,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Gambia,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Georgia,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Germany,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Ghana,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Greece,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Guatemala,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Guinea,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Guyana,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Haiti,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Holy See,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Honduras,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Hungary,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Iceland,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
India,0,0,0,0,South-East Asia,SEAR,2020,1,January,4,Friday,Jan
Indonesia,0,0,0,0,South-East Asia,SEAR,2020,1,January,4,Friday,Jan
Iran,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,4,Friday,Jan
Iraq,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,4,Friday,Jan
Ireland,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Israel,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Italy,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Jamaica,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Japan,2,0,0,2,Western Pacific,WPR,2020,1,January,4,Friday,Jan
Jordan,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,4,Friday,Jan
Kazakhstan,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Kenya,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
South Korea,2,0,0,2,Western Pacific,WPR,2020,1,January,4,Friday,Jan
Kuwait,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,4,Friday,Jan
Kyrgyzstan,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Latvia,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Lebanon,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,4,Friday,Jan
Liberia,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Liechtenstein,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Lithuania,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Luxembourg,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Madagascar,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Malaysia,0,0,0,0,Western Pacific,WPR,2020,1,January,4,Friday,Jan
Maldives,0,0,0,0,South-East Asia,SEAR,2020,1,January,4,Friday,Jan
Malta,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Mauritania,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Mauritius,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Mexico,0,0,0,0,Americas,AMR,2020,1,January,4,Friday,Jan
Moldova,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Monaco,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Mongolia,0,0,0,0,Western Pacific,WPR,2020,1,January,4,Friday,Jan
Montenegro,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Morocco,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,4,Friday,Jan
Namibia,0,0,0,0,Africa,AFR,2020,1,January,4,Friday,Jan
Nepal,0,0,0,0,South-East Asia,SEAR,2020,1,January,4,Friday,Jan
Netherlands,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Netherlands,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Netherlands,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
Netherlands,0,0,0,0,Europe,EUR,2020,1,January,4,Friday,Jan
